enrollment_id,participant_id,cohort_id,program_id,program_name,program_category,program_goal,delivery_language,delivery_mode,trainer_id,cohort_state,start_date,end_date,cohort_month,state,city,age_band,gender,employment_status,primary_device,digital_confidence,acquisition_channel,motivation,attendance_rate,risk_band,completion_status,completed_flag,pre_score,post_score,score_improvement,satisfaction_score,recommendation_score,employment_outcome,ticket_count,avg_resolution_hours,support_sla_rate
EN02209,PT0023,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Sabah,Kota Kinabalu,35-44,Female,Employed,Laptop/Desktop,High,Employer,Career growth,0.9,On track,Dropped,0,67.9,90.9,23.0,4.0,6.0,Not measured,0,,
EN02210,PT0046,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Selangor,Shah Alam,35-44,Female,Self-employed,Mobile,Medium,Organic,Job search,0.9,On track,Dropped,0,45.1,68.0,22.9,5.0,10.0,Not measured,0,,
EN02211,PT0721,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Kuala Lumpur,North,25-34,Male,Job seeker,Mobile,Medium,Organic,Career growth,0.8,On track,Completed,1,60.0,81.2,21.2,5.0,10.0,Interview secured,1,19.8,1.0
EN02212,PT0111,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Kuala Lumpur,South,25-34,Male,Job seeker,Mobile,Medium,Community partner,Career growth,0.8,On track,Completed,1,66.8,89.0,22.2,4.0,7.0,No change reported,0,,
EN02213,PT0507,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Penang,George Town,35-44,Male,Employed,Shared device,Medium,Employer,Digital confidence,0.6,Watch,In progress / incomplete,0,43.6,62.1,18.5,,,Not measured,2,19.0,1.0
EN02214,PT0390,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Penang,George Town,25-34,Female,Employed,Laptop/Desktop,High,Employer,Job search,0.9,On track,Completed,1,60.7,98.4,37.7,5.0,10.0,No change reported,2,21.8,1.0
EN02215,PT0082,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Johor,Johor Bahru,25-34,Female,Job seeker,Mobile,Medium,Organic,Employer requirement,0.8,On track,In progress / incomplete,0,28.8,56.7,27.9,,,Not measured,0,,
EN02216,PT0287,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Selangor,Klang,25-34,Male,Student,Laptop/Desktop,High,Community partner,Career growth,0.9,On track,Dropped,0,48.1,70.3,22.2,,,Not measured,2,26.4,1.0
EN02217,PT0485,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Kuala Lumpur,North,35-44,Female,Employed,Mobile,Medium,Referral,Digital confidence,0.4,High risk,Completed,1,47.1,56.3,9.2,,,Interview secured,0,,
EN02218,PT0496,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Penang,Seberang Perai,18-24,Male,Student,Mobile,Low,Organic,Digital confidence,0.6,Watch,Completed,1,70.9,85.7,14.8,4.0,8.0,No change reported,2,27.2,1.0
EN02219,PT0242,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Kuala Lumpur,South,45+,Male,Employed,Mobile,Low,Organic,Digital confidence,0.5,Watch,Completed,1,40.1,48.5,8.4,4.0,8.0,New role,0,,
EN02220,PT0503,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Kuala Lumpur,South,35-44,Female,Job seeker,Laptop/Desktop,Low,Organic,Job search,0.8,On track,Completed,1,49.7,68.4,18.7,3.0,4.0,No change reported,0,,
EN02221,PT0331,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Penang,George Town,25-34,Male,Student,Mobile,High,Organic,Career growth,0.9,On track,Completed,1,44.2,71.8,27.6,4.0,7.0,No change reported,0,,
EN02222,PT0226,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Kuala Lumpur,North,45+,Female,Self-employed,Mobile,Low,Community partner,Employer requirement,0.5,Watch,Completed,1,47.6,60.2,12.6,3.0,5.0,New role,2,20.9,0.5
EN02223,PT0100,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Selangor,Petaling,18-24,Female,Employed,Mobile,High,Organic,Job search,0.8,On track,Completed,1,49.2,71.6,22.4,4.0,10.0,Interview secured,0,,
EN02224,PT0319,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Penang,Seberang Perai,35-44,Female,Student,Mobile,Low,Referral,Career growth,0.7,Watch,Completed,1,51.5,72.8,21.3,4.0,8.0,Interview secured,0,,
EN02225,PT0700,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Selangor,Petaling,25-34,Female,Self-employed,Mobile,Medium,Referral,Employer requirement,0.7,Watch,Completed,1,39.6,62.6,23.0,4.0,7.0,No change reported,0,,
EN02226,PT0392,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Kuala Lumpur,Central,35-44,Male,Student,Mobile,Medium,Organic,Career growth,0.7,Watch,Completed,1,50.4,73.5,23.1,4.0,7.0,New role,0,,
EN02227,PT0521,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Penang,George Town,35-44,Female,Employed,Laptop/Desktop,High,Community partner,Job search,1.0,On track,Completed,1,55.9,76.6,20.7,,,New role,0,,
EN02228,PT0068,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Sarawak,Kuching,18-24,Male,Employed,Mobile,Medium,Employer,Digital confidence,0.5,Watch,Completed,1,83.7,100.0,16.3,,,Interview secured,0,,
EN02229,PT0163,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Sabah,Kota Kinabalu,25-34,Female,Job seeker,Mobile,Medium,Employer,Job search,0.7,Watch,Completed,1,20.0,36.4,16.4,4.0,7.0,Interview secured,0,,
EN02230,PT0624,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Sarawak,Kuching,25-34,Female,Self-employed,Laptop/Desktop,Medium,Organic,Job search,0.8,On track,Completed,1,66.3,89.0,22.7,4.0,7.0,No change reported,0,,
EN02231,PT0083,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Sarawak,Miri,25-34,Female,Employed,Mobile,Medium,Employer,Career growth,0.8,On track,Completed,1,64.8,92.7,27.9,3.0,7.0,No change reported,0,,
EN02232,PT0669,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Johor,Johor Bahru,45+,Female,Self-employed,Mobile,Low,Community partner,Job search,0.5,Watch,In progress / incomplete,0,55.3,68.3,13.0,,,Not measured,1,59.9,0.0
EN02233,PT0362,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Sarawak,Kuching,25-34,Male,Student,Mobile,Medium,Community partner,Digital confidence,1.0,On track,Completed,1,46.1,80.1,34.0,,,Interview secured,0,,
EN02234,PT0310,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Penang,Seberang Perai,25-34,Female,Employed,Laptop/Desktop,High,Employer,Job search,0.9,On track,Completed,1,45.4,76.1,30.7,5.0,10.0,Interview secured,0,,
EN02235,PT0727,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Kuala Lumpur,North,35-44,Female,Employed,Laptop/Desktop,Medium,Referral,Career growth,0.9,On track,In progress / incomplete,0,60.8,86.9,26.1,5.0,10.0,Not measured,0,,
EN02236,PT0413,CH062,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR12,Sabah,2025-10-20,2025-12-29,2025-10-01,Sabah,Sandakan,18-24,Female,Job seeker,Mobile,Low,Employer,Career growth,0.7,Watch,Completed,1,72.0,89.5,17.5,4.0,10.0,No change reported,0,,
EN02237,PT0165,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Johor,Johor Bahru,25-34,Male,Job seeker,Laptop/Desktop,Low,Organic,Digital confidence,0.5,Watch,Completed,1,39.8,57.0,17.2,3.0,4.0,Not measured,1,69.7,0.0
EN02238,PT0743,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Selangor,Shah Alam,35-44,Male,Employed,Mobile,Medium,Organic,Career growth,0.6667,Watch,Completed,1,37.8,50.4,12.6,3.0,5.0,Not measured,0,,
EN02239,PT0538,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Kuala Lumpur,North,45+,Female,Job seeker,Mobile,Medium,Referral,Digital confidence,0.8333,On track,Completed,1,52.8,72.0,19.2,4.0,10.0,Not measured,1,3.8,1.0
EN02240,PT0188,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Kuala Lumpur,South,35-44,Female,Employed,Mobile,High,Referral,Job search,1.0,On track,Completed,1,68.5,90.6,22.1,4.0,8.0,Not measured,0,,
EN02241,PT0008,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sabah,Kota Kinabalu,25-34,Female,Job seeker,Mobile,High,Organic,Job search,1.0,On track,Completed,1,57.7,88.7,31.0,5.0,9.0,Not measured,0,,
EN02242,PT0084,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sarawak,Kuching,18-24,Male,Job seeker,Shared device,Medium,Community partner,Job search,0.5,Watch,Completed,1,50.6,64.6,14.0,3.0,6.0,Not measured,0,,
EN02243,PT0470,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Kuala Lumpur,Central,18-24,Male,Student,Laptop/Desktop,Medium,Community partner,Job search,1.0,On track,Completed,1,53.4,71.0,17.6,4.0,7.0,Not measured,0,,
EN02244,PT0135,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Kuala Lumpur,South,25-34,Female,Self-employed,Mobile,High,Community partner,Career growth,0.3333,High risk,Completed,1,60.2,86.5,26.3,3.0,5.0,Not measured,0,,
EN02245,PT0674,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Kuala Lumpur,South,18-24,Female,Student,Mobile,High,Referral,Career growth,1.0,On track,Completed,1,64.7,94.7,30.0,,,Not measured,1,9.3,1.0
EN02246,PT0260,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Kuala Lumpur,North,35-44,Male,Self-employed,Laptop/Desktop,Low,Community partner,Job search,0.8333,On track,Completed,1,53.7,85.4,31.7,5.0,10.0,Not measured,1,35.8,0.0
EN02247,PT0569,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sarawak,Miri,35-44,Female,Employed,Mobile,High,Organic,Career growth,1.0,On track,Completed,1,62.6,84.2,21.6,4.0,7.0,Not measured,0,,
EN02248,PT0751,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Johor,Muar,25-34,Female,Student,Laptop/Desktop,Low,Community partner,Employer requirement,0.8333,On track,Completed,1,51.0,76.1,25.1,4.0,7.0,Not measured,1,27.7,0.0
EN02249,PT0413,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sabah,Sandakan,18-24,Female,Job seeker,Mobile,Low,Referral,Career growth,0.8333,On track,Completed,1,39.2,62.2,23.0,4.0,7.0,Not measured,0,,
EN02250,PT0267,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sarawak,Miri,35-44,Male,Employed,Laptop/Desktop,Low,Organic,Digital confidence,0.3333,High risk,Completed,1,40.9,57.2,16.3,4.0,7.0,Not measured,1,14.3,1.0
EN02251,PT0772,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Selangor,Petaling,18-24,Female,Employed,Mobile,Low,Community partner,Career growth,1.0,On track,Completed,1,55.3,81.3,26.0,4.0,8.0,Not measured,0,,
EN02252,PT0448,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sabah,Kota Kinabalu,18-24,Male,Employed,Mobile,High,Referral,Job search,0.6667,Watch,In progress / incomplete,0,60.9,75.3,14.4,4.0,10.0,Not measured,0,,
EN02253,PT0431,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Penang,Seberang Perai,45+,Female,Student,Laptop/Desktop,Medium,Employer,Career growth,1.0,On track,Completed,1,52.0,71.7,19.7,5.0,10.0,Not measured,0,,
EN02254,PT0577,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sarawak,Kuching,35-44,Female,Job seeker,Mobile,Medium,Organic,Digital confidence,0.5,Watch,Dropped,0,66.7,86.7,20.0,4.0,8.0,Not measured,1,12.4,1.0
EN02255,PT0244,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Kuala Lumpur,South,35-44,Male,Employed,Mobile,Medium,Organic,Digital confidence,0.8333,On track,In progress / incomplete,0,50.8,78.8,28.0,,,Not measured,1,4.4,1.0
EN02256,PT0741,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Johor,Muar,25-34,Male,Employed,Mobile,Medium,Community partner,Digital confidence,0.8333,On track,Completed,1,37.2,68.8,31.6,4.0,8.0,Not measured,0,,
EN02257,PT0023,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sabah,Kota Kinabalu,35-44,Female,Employed,Laptop/Desktop,High,Referral,Employer requirement,1.0,On track,Completed,1,65.6,99.6,34.0,4.0,7.0,Not measured,0,,
EN02258,PT0114,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sarawak,Kuching,18-24,Female,Self-employed,Mobile,Low,Community partner,Digital confidence,0.6667,Watch,Completed,1,72.8,89.0,16.2,,,Not measured,1,32.2,0.0
EN02259,PT0468,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Penang,George Town,18-24,Male,Employed,Mobile,High,Organic,Job search,1.0,On track,Completed,1,39.2,57.5,18.3,,,Not measured,0,,
EN02260,PT0173,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sabah,Kota Kinabalu,35-44,Male,Job seeker,Mobile,Medium,Employer,Employer requirement,0.8333,On track,Dropped,0,37.3,53.8,16.5,4.0,8.0,Not measured,1,16.0,0.0
EN02261,PT0533,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sarawak,Kuching,25-34,Female,Employed,Mobile,High,Organic,Career growth,0.6667,Watch,Completed,1,56.6,74.5,17.9,3.0,5.0,Not measured,1,31.2,0.0
EN02262,PT0109,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Kuala Lumpur,South,25-34,Male,Employed,Mobile,Low,Community partner,Job search,0.5,Watch,Completed,1,77.8,83.3,5.5,2.0,1.0,Not measured,0,,
EN02263,PT0525,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Selangor,Petaling,35-44,Female,Employed,Mobile,Low,Organic,Career growth,0.8333,On track,Completed,1,51.6,76.8,25.2,4.0,6.0,Not measured,0,,
EN02264,PT0247,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sabah,Sandakan,18-24,Male,Job seeker,Shared device,Low,Community partner,Job search,0.5,Watch,Dropped,0,24.1,44.2,20.1,3.0,6.0,Not measured,0,,
EN02265,PT0426,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sabah,Kota Kinabalu,18-24,Female,Job seeker,Laptop/Desktop,High,Community partner,Job search,1.0,On track,Completed,1,45.0,68.1,23.1,,,Not measured,1,12.6,1.0
EN02266,PT0582,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Selangor,Petaling,35-44,Female,Self-employed,Mobile,Medium,Employer,Career growth,0.8333,On track,Completed,1,20.0,48.1,28.1,4.0,7.0,Not measured,0,,
EN02267,PT0709,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Penang,Seberang Perai,35-44,Male,Job seeker,Mobile,Medium,Organic,Career growth,1.0,On track,Completed,1,54.3,78.2,23.9,4.0,8.0,Not measured,0,,
EN02268,PT0691,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sarawak,Miri,25-34,Female,Employed,Laptop/Desktop,High,Community partner,Career growth,1.0,On track,Completed,1,76.3,100.0,23.7,5.0,10.0,Not measured,0,,
EN02269,PT0509,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Selangor,Shah Alam,25-34,Male,Job seeker,Mobile,Medium,Organic,Career growth,0.8333,On track,Completed,1,49.4,83.6,34.2,5.0,9.0,Not measured,0,,
EN02270,PT0070,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Selangor,Petaling,25-34,Male,Employed,Laptop/Desktop,Medium,Organic,Job search,0.8333,On track,Completed,1,67.0,86.3,19.3,4.0,6.0,Not measured,1,27.2,0.0
EN02271,PT0125,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Sabah,Kota Kinabalu,35-44,Male,Student,Laptop/Desktop,Medium,Community partner,Job search,1.0,On track,Completed,1,44.3,47.6,3.3,5.0,10.0,Not measured,0,,
EN02272,PT0451,CH063,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR05,Sabah,2025-10-13,2025-11-24,2025-10-01,Selangor,Petaling,18-24,Male,Self-employed,Mobile,Low,Referral,Digital confidence,0.6667,Watch,Completed,1,62.8,92.1,29.3,5.0,10.0,Not measured,1,9.4,1.0
EN02273,PT0191,CH064,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Virtual,TR01,Kuala Lumpur,2025-10-13,2025-11-24,2025-10-01,Sarawak,Kuching,25-34,Male,Employed,Mobile,Low,Community partner,Job search,0.6667,Watch,Completed,1,48.7,60.9,12.2,5.0,10.0,Not measured,1,46.1,1.0
EN02274,PT0318,CH064,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Virtual,TR01,Kuala Lumpur,2025-10-13,2025-11-24,2025-10-01,Sabah,Sandakan,18-24,Female,Job seeker,Laptop/Desktop,Medium,Employer,Career growth,0.6667,Watch,Completed,1,67.1,93.2,26.1,3.0,5.0,Not measured,0,,
EN02275,PT0262,CH064,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Virtual,TR01,Kuala Lumpur,2025-10-13,2025-11-24,2025-10-01,Kuala Lumpur,North,25-34,Male,Student,Laptop/Desktop,Medium,Referral,Job search,0.8333,On track,Completed,1,48.9,70.1,21.2,5.0,10.0,Not measured,0,,
EN02276,PT0147,CH064,PRG04,Customer Support Excellence,Operations,Workforce Development,English,Virtual,TR01,Kuala Lumpur,2025-10-13,2025-11-24,2025-10-01,Sabah,Sandakan,35-44,Female,Employed,Laptop/Desktop,Medium,Employer,Digital confidence,0.8333,On track,Completed,1,27.4,52.5,25.1,,,Not measured,2,15.4,1.0
